doc_id	paragraph_id	it-ge
26215	65	Draghi an der Spitze Italiens stellte die Glaubwürdigkeit unseres Landes in Europa wieder her und gab Rom die Führung zurück, das begann, systematisch in wichtige Entscheidungen eingebunden zu werden, vielleicht nicht immer unterstützt, wenn Interessen zwischen EU-Staaten kollidierten, aber in Frage gestellt und gehört wurde.
26215	67	MARIO DRAGHI URSULA VON DER LEYEN
26215	69	Jetzt ändert sich die Perspektive. Dieses Vertrauen, das wir genossen haben und das die Grundlage für den Erfolg von Next Generation Eu ist, wurde von der italienischen politischen Klasse untergraben. Wir werden in den Augen der Kommission, der nordischen Länder und der Märkte erneut unter besonderer Beobachtung stehen. Nach dem Sommer wird die Diskussion über die Reform des Stabilitätspakts beginnen, und es wird schwieriger, die Falken zu überzeugen.
26215	71	Mario Dragons im Senat Mario Dragons verlässt den Senat Mario Dragons im Senat Die Antwort von Mario Dragons im Senat Mario Dragons Mario Dragons. Mario Dragons trinkt einen Kaffee im Senat MIKROFONPROBLEME FÜR MARIO DRAGHI MIKROFONPROBLEME FÜR MARIO DRAGHI Mario Dragons. Luigi di Maio Mario Dragons Mario Dragons Lorenzo Guerini Luigi di Maio Mario Dragons Mario Dragons Rede im Senat Matteo Salvini After Dragons Rede Mario Dragons Antwort im Senat Matteo Salvini Roberto Calderoli
26216	1	Sgarbi: «Draghi muss jetzt die Szene verlassen, wenn er bleibt, wird er sich zermürben und vergessen werden wie Monti»
26216	3	Draghi hat Recht, jetzt zu gehen, wenn er bleibt, wird er sich selbst zerstören. „Die Mehrheit bleibt sehr solide, es besteht Vertrauen in die Regierung. Aber der Rücktritt antwortet auf einen persönlichen Aspekt, nämlich den, der sich auf Draghis Schicksal bezieht. Er weiß, dass er, wenn er jetzt herauskommt, in der Geschichte bleiben wird.“ Vittorio Sgarbi zieht in einem langen Nachtinterview mit La Verità Bilanz über den politischen Tsunami dieser Stunden. Nach Contes Assist für den Premier, so der Kunstkritiker.
26216	5	Sgarbi: Draghi muss jetzt den Tatort verlassen
26216	7	"Der ehemalige Gouverneur der EZB muss den ganzen Weg gehen. „Er beendet seine Reise mit einem Trauma. Aber mit der Aussicht, was er vielleicht getan hätte, wenn sie ihn nicht aufgehalten hätten. Wenn es dagegen noch 6-8 Monate weitergeht, nutzt es sich ab. Weiter zu regieren“, erklärt Sgarbi, „käme ihm vielleicht unüberwindbare Schwierigkeiten entgegen. Und er würde im März oder nächsten Mai herauskommen, wie Mario Monti, der völlig vergessen wurde""."
26216	9	Die Exekutive wurde als Wahlregierung geboren
26216	11	"Sgarbi demontiert die Erzählung von SuperMario, Titan, Retter des Landes. Diese Regierung – beobachtet Sgarbi-Kritiker – wurde als Wahlexekutive geboren: Ich halte alle zusammen, um zum Präsidenten der Republik gewählt zu werden. Dann ging es anders. Der Kunstkritiker mag diese Führungskraft nicht, das ist kein Geheimnis. Speichern Sie Drachen nur ""als Person"". Schauen Sie sich nur die Zahlen an, um zu verstehen, dass die aggressive Behandlung der Regierung nicht funktioniert. „Die Zustimmung stieg von 75 auf 50 %. Die gehen immer mehr zurück“."
26216	13	"Zu den unverzeihlichen Fehlern von Mario gehört, Speranza dem Gesundheitsministerium überlassen zu haben. Und die Krönung von Di Maio bei Foreign Affairs. Wer ist nun der wahre Hüter der Grillina-Orthodoxie für Sgarbi. ""Die 5 Sterne sind Di Maio, die, die draußen sind, sind Contes Eier"". Di Maio hingegen ist stetig auf dem Vormarsch. „Aus einem neapolitanischen Straßenkind, einem nutzlosen Jungen, einem Grillino-Fanatiker ohne Kunst oder Teil, hatte er eine Bekehrung auf dem Weg nach Damaskus: Aus Saul wurde er Paul. Als er von Jesus berufen wurde, fühlte er sich wie der heilige Matthäus und traf einen wahren Führer. Er ging als Außenminister an die Regierung und hat seitdem sein Leben verändert. Er ist ein anderer Mensch geworden."""
26216	15	Zweifel am Tag der Wahrheit im Parlament
26216	17	"Es ist schwer zu sagen, was am Mittwoch passieren wird, was sich bei der Wahl von Draghi, der Schildkröte, durchsetzen wird. Persönliche Ambitionen oder politische Zweckmäßigkeit? „Wenn er denkt, er muss das Land retten, bleibt er vielleicht. Wenn er daran denkt, seinen Arsch zu retten, lass die anderen in der Scheiße und nutze Contes Dummheit aus. Conte hat ihm unwissentlich einen Beistand angeboten, weil er ein Idiot ist."" Am Ende, prognostiziert Sgarbi, „wird er sich von ausländischen Sekretariaten psychologisch erpressen lassen, auf Druck von Ursula von der Leyen, Joe Biden, dem Vatikan, Sergio Mattarella. Hier zählt nur der Stolz: Wenn ich jetzt gehe, bleibe ich Draghi; Wenn ich in sechs Monaten gehe, werde ich wie Monti, vergessen und ignoriert“."
26217	1	Regierung. Chaos, weil Mattarella, Draghi, Conte, Salvini, Letta gewinnen müssen
26217	3	Tausend Bürgermeister schreiben an Draghi, um auf seinem Posten zu bleiben. Die Märkte zittern. Machtorientierte Zeitungen (vor allem die Triade Corriere-Repubblica-Stampa) zerreißen ihre Kleider. Brüssel ist in Panik. Die Erpressungsbotschaft lautet, dass es ohne Super-Mario eine Apokalypse geben wird. Das Recovery-Geld wird nicht ankommen, Italien wird zusammenbrechen, die Spreads werden in die Höhe schnellen, die Inflation wird galoppieren, Putin wird den Krieg gewinnen, die Staatsverschuldung wird verheerend sein und wir werden nicht mehr die Energie haben, davon zu leben.
26217	5	Aber wir können diesen Priestern des Mainstreams ruhig sagen, dass das Geld von der Erholung bereits nicht ankommt, die Spreads bereits in die Höhe schnellen, die Inflation bereits galoppiert, Putin den Krieg gewinnt, die Staatsverschuldung verheerend ist und der nächste Herbst ohne sein wird Energie , dank der Sanktionen, mit der Komplizenschaft eines Italiens, das die Rolle der ersten Klasse spielen musste, von der Impfkampagne bis zum pro-US-Atlantikismus, auf die altmodische Weise.
26217	7	Und das alles dank der Regierung der Besten.
26217	9	Am Mittwoch, wenn Draghi dem Parlament Bericht erstattet, werden wir wissen, welchen Tod er sterben wird oder ob er als Phönix-Araber wieder auferstehen wird. Im Moment stehen die Signale für seinen Abgang von der Bildfläche. Aber es wird Überraschungen geben.
26217	11	Das Problem ist, dass sie, angefangen bei ihm, bis hin zu den Parteien, die ihn unterstützen, alle dasselbe Bedürfnis haben: gewinnen, um nicht das Gesicht zu verlieren.
26217	13	Draghi muss gewinnen: Es hat sich gezeigt, dass er als Banker mit Visionen und Demokratie nicht sehr vertraut ist. Tatsächlich hat er es seit seinem Amtsantritt in Auftrag gegeben, indem er das Parlament bei jeder wichtigen und strategischen Entscheidung systematisch umgangen hat. Er versteht sich als korporativer Vorstand. Allein die Tatsache, dass Conte dies in Frage gestellt hat, ist für ihn unvorstellbar. Auch weil es riskiert, seine Pläne zu gefährden: Quirinale, IWF, Weltbank, UNO oder NATO.
26217	15	Ergo hat er zwei Möglichkeiten: Entweder er tritt empört zurück, um nicht von den Parteien jetzt im Wahlkampf erpresst zu werden, um der Erpressung der Grillini zu entgehen, die sich jetzt wieder als Protagonisten fühlen, der Erpressung Salvinis, der, ohne die Bewegung die Auswirkungen einer nach rechts verschobenen Regierung genießen würden; oder er formuliert nachdrücklich einen Verantwortungsappell um, begleitet von Schuldzuweisungen an die Italiener und die politische Klasse, um eine neue beachtliche Mehrheit aufzubauen.
26217	17	Auch der Staatschef muss gewinnen: Er hat Draghis Amtsantritt persönlich inszeniert und will die Kammern nicht auflösen. Das Wort Stabilität versteht es als dauerhafte Kontinuität. Ein Mantra.
26217	19	Conte ist nicht weniger. Wenn der Premierminister zurücktritt, hat er sich gerächt. Wenn er nicht zurücktritt, kann die Kommunikation, dass die Bewegung wieder lebendig und Protagonist ist, auf dem Spiel stehen, was sie glauben lässt, dass Draghi die Lektion verstanden hat, nachdem er die von der 5Stelle gewünschten programmatischen Punkte akzeptiert hat. Und vor allem wird es einen weiteren internen Krieg zwischen den Befürwortern des Verlassens des Palazzo Chigi und den Sesselbefürwortern verhindert haben, die nicht gehen wollen (wobei Di Maio gleichzeitig auf sie wartet).
26217	21	Salvini muss gut aus der Geschichte hervorgehen. Wenn Draghi fällt, wird er sagen, dass er bisher einige Dinge erreicht hat (zum Beispiel die Verschiebung von Cannabis und ius scholae), wenn er nicht fällt, wird er den Schnatz in Anbetracht des Zusammenstoßes, der eintreten wird, innerhalb der Mehrheit zurückholen Tatsächlich in der Zukunft zwischen Conte und Draghi fortfahren. Eine ausgezeichnete Wegzehrung für seinen Wahlkampf.
26217	23	Die Demokratische Partei freut sich, sie hat keine Probleme: Sowohl in dem einen als auch in dem anderen Fall wird sie die Figur einer seriösen, glaubwürdigen, institutionellen Partei abgeben, einer Partei, die in einem äußerst heiklen historischen Moment regiert.
26217	25	Meloni wird immer noch Prozentpunkte verdienen, um zumindest in einer Welt der Doppelagenten klar zu sein. Eine Position, seine, von einer einsamen, kohärenten Opposition: die Abstimmung, das Wort an die Italiener.
26217	27	Am Mittwoch werden wir sehen, ob der Wille, gut zu gewinnen oder zu verlieren, überwiegt.
26218	1	Draghi bis und Di Maio ds, wir sind bei Fantasiefußball, der auf die italienische Politik angewendet wird
26218	3	Rom, 18. Juli - Plötzliche Hemdenwechsel, neue Bündnisse, interne Spaltungen, Treueschwüre, feurige Erklärungen. Der Draghi-Tag ist weniger als 48 Stunden entfernt, ergo der mögliche Draghi bis, oder der Tag, an dem der scheidende Premierminister uns freundlicherweise mitteilen wird, ob er auf seinem Posten bleiben oder bestätigen wird, dass er gehen möchte, in der Zwischenzeit jedoch das klassische Theater der italienischen Politik ist im Gange. Ein Drehbuch, das den schlechtesten südamerikanischen Telenovelas würdig ist, mit Schauspielern aus der Serie C, die aus Schwarz-Weiß-Fotoromanen stammen. Zumindest aber werden die Fernsehserien-Genres Lateinamerikas von Hausfrauen geschätzt, in diesem Fall gibt es keinen Italiener, der sich diese peinliche Pantomime gerne gefallen lässt.
26218	5	Für die Draghi bis hier ist der parlamentarische Fantasiefußball
26218	7	Denn wir befinden uns im parlamentarischen Fantasy-Fußball, in der Akquisekampagne zwischen politischen Kräften, die das Gespenst echter Konkurrenz vertreiben wollen, um ihren Sitz noch ein paar Monate zu retten. Und dann fahren wir mit dem Geräusch der Balz fort, das darauf abzielt, ein unwahrscheinliches Subjekt einzuschiffen, das als Krücke für die Draghi bis dienen wird. Alles mit dem genauen Ziel, die Überreste der heruntergekommenen Fünf Sterne endgültig zu vernichten und dann im Sattel einer farblosen Koalition auszukommen. Draghi befiehlt Farbe.
26218	9	An sich wäre das traurige Ende der Pentastellata auch eine gute Nachricht, nur schade, dass auch die Mehrheitskonkurrenten an Glaubwürdigkeit verloren haben. Sie alle unterstützten seine Majestät Draghi, lobten und erzürnten ihn bis zur Schwelle des Wahlkampfs. Jetzt, gepackt von dem Hamlet-ähnlichen Zweifel, was zu tun ist (den Sitz behalten oder mit der Propaganda vor der Abstimmung auf dem fünften Platz bleiben), konkurrieren sie darum, wer den anderen die meisten Aufkleber wegschnappt. Abhilfe für zyklopische Narren.
26218	11	Keine Kraft, aus der die derzeitige Exekutive besteht, ist makellos, keine kann als wirklich kohärent bezeichnet werden, keine wird von den italienischen Bürgern ernsthaft geschätzt. Sie alle leben vom Einkommen in Abwesenheit von Rivalen bis zur Situation und gehen so weit, selbst den gezieltesten Ex-Gegner neu zu bewerten. Sehen Sie sie sich an, sie sind alle da, um Giggino Di Maio, der bis vor ein paar Wochen als unzureichender Trinker deklassifiziert und heute zu einem Staatsmann von absoluter Prominenz erhoben wurde, rote Teppiche auszurollen. Von Brocco bis Champion, Zeit für eine blitzschnelle Pause und eine Shopping-Aktion im Grillina-Haus.
26218	13	"Und so könnte alles passieren, obwohl Draghis Verbleib in Ermangelung eines von der internationalen Elite ausreichend ""geschätzten"" Alternativkommissars immer wahrscheinlicher wird. Und sie sagen uns, dass eine Rückkehr an die Wahlurnen wegen des Pnrr, der Märkte, der Finanzen, der EU, der Außerirdischen und der Kobolde unmöglich ist. Aber ja, holen Sie den Geist Formaggino heraus, um als Mittelstürmer in einem netten politischen Fantasie-3-4-3 eingesetzt zu werden."
2622	1	COVID IST NUR DIE SPITZE DES EISBERGS
2622	3	Covid war nur der Anfang. Der Klimawandel könnte bis 2070 bis zu 15.000 neue Viren hervorbringen. Dieses Szenario wurde in der Zeitschrift Nature veröffentlicht und ist das Ergebnis einer vom Biologen Colin Carlson von der amerikanischen Georgetown University koordinierten Forschung.
2622	5	Von Fledermäusen über viele andere Säugetierarten bis hin zu Vögeln. Es gibt viele Arten, die als Virusträger bekannt sind und die sich unter dem Druck des Klimawandels dazu drängen könnten, andere Gebiete als die, in denen sie normalerweise leben, zu besetzen. Das könnte dazu führen, dass die Viren dieser Tiere durch den sogenannten „Sprung der Arten“ so mit uns in Kontakt kommen können. Dies ist das Virus, das mutiert, bis es eine neue Art angreifen kann, in einem Dominoeffekt, der den Menschen erreichen könnte. Was für Covid passiert wäre, um klar zu sein.
2622	7	Schuld sind Klimawandel und steigende Temperaturen. Bei nur zwei Grad unter der aktuellen Temperatur könnten bis 2070 bis zu 15.000 neue Viren entstehen. Derzeit sind 10.000 davon im Umlauf. Daher ist die Verbindung zwischen dem Klimawandel und dem Auftreten von Viren, die nie zuvor gesehene Krankheiten übertragen könnten, viel enger als gedacht.
2622	9	Das Klima, stellen die Autoren der Studie fest, hat das Potenzial, eine treibende Kraft bei der Übertragung von Viren zwischen verschiedenen Arten zu werden. Dies könnte das Risiko der Übertragung von Infektionskrankheiten auf den Menschen erhöhen, in einer Vision im Einklang mit der sogenannten One Health, dem Ansatz, der die Tiergesundheit mit der menschlichen Gesundheit und der Umwelt verbindet.
2622	11	Neben den für Menschen ansteckenden Krankheiten könnten zukünftige Viren die Tiergesundheit gefährden. Sie könnten für landwirtschaftliche Betriebe schädliche Seuchen auslösen. Ausgangspunkt der Forschung war die Analyse, wie sich die derzeit von 3.870 Säugetierarten besiedelten geografischen Gebiete in Bezug auf verschiedene Szenarien bis 2070 verändern könnten.
