doc_id	paragraph_id	fr-ge
23176	73	Sehen Sie sich den Status aller großen westlichen Projekte an. Die Idee eines Übergangs zu grüner Energie zur Bekämpfung der globalen Erwärmung ist tot; anscheinend ist kohle der neue wasserstoff. (Vielleicht ist es Obamas „saubere Kohle“.) Der Great Reset ist den Weg des Coronavirus gegangen. Aus „Build Back Better“ wurde „Break Back Faster“. All dieser Unsinn stirbt einen langen und schmerzhaften Tod auf der Asche der alten Ukraine. Ein großer Teil der alten Weltordnung ist aus dem Fahrwerk eines Jets gefallen, der in Kabul, Afghanistan, abhebt. Der Rest wird weggefegt, wenn das Kiewer Regime zusammenbricht und stirbt.
23176	75	"Selbst die am stärksten verwestlichten Länder entdecken nach und nach, dass der amerikanische Weg nirgendwohin führt. Heute läuft die Frage nach der Wahrung der Einheit des Westens auf eine alte Frage hinaus: ""Wenn alle deine Freunde von einer Klippe springen, springst du dann auch?"" »"
23176	77	Fortan ist die angemessene Hintergrundmusik für jede Rede über die „Einheit des Westens“ ein Totenklagelied.
23177	1	[Ukraine] Warum ist Russland nicht vom Rest der Welt isoliert?
23178	3	Für Abonnenten des Amazon Prime-Dienstes ist es eine kalte Dusche. Der Service des amerikanischen Giganten reicht von 49 Euro pro Jahr bis 69,90 Euro. Ein Kurssprung von 40 %, eine wohlwollende Beteiligung von Amazon-Chef Jeff Bezos am Kampf gegen die Inflation im Land von Emmanuel Macron. Amazon Prime ist der Service, der Ihnen Zugriff auf eine beschleunigte Lieferung von allem gibt, was Sie bei dem riesigen Web-Supermarkt bestellen, und der Ihnen Shows, Sport, Filme, Bücher oder Musik bietet.
23178	5	Natürlich plagt es soziale Netzwerke, in denen die Franzosen das Gefühl haben, den Finger in der Tür stecken zu haben. Zumal die Abmeldung vom berühmten Amazon Prime nicht einfach aussieht: Amazon wurde bei dem Thema sogar geohrfeigt. Etwas zum Nachdenken über die Vorteile der Globalisierung, die unseren Politikern und ihren sehr schicken und sehr fehlbaren Influencern seit Jahrzehnten am Herzen liegen.
23178	7	Es war wunderschön, Amazon, als er in Frankreich ankam. Kindern wurde die Geschichte von Jeff Bezos erzählt, dem Schöpfer dieses wunderbaren Service mit einem Computer und zwei Saiten. Ein Wohltäter der Menschheit, Jeff Bezos. Denken Sie nur, er hat Bücher verkauft! Bist du gegen Bücher? Sie möchten nicht, dass die Leute frei lesen können, ohne die Bank zu sprengen? Sind Sie nach wie vor für Grenzen? Bevorzugen Sie kleine Unternehmen gegenüber multinationalen Unternehmen, die überall die gleiche Suppe servieren, Rechnungen in Frankreich stellen, Gewinne in den Vereinigten Staaten einziehen und anderswo einstellen? Schlecht ! Nerd! Trotz einer kurzen Kontroverse, trotz Europas sinnlosem Getue wurde Jeff Bezos schnell der rote Teppich ausgerollt, als er im August 2000 nach Frankreich zog. Die Regionen kämpften darum, dass er durch die Eröffnung seiner berühmten Lagerhäuser „Arbeitsplätze schaffen“ konnte. Seine Fahrer haben es sich zur Gewohnheit gemacht, in eine Flasche zu urinieren, um die Lieferung nicht zu verzögern. Wir rieben uns die Hände. Roland-Garros hat beispielsweise einen Teil seiner Fernsehrechte an Jeff Bezos verkauft. Es zahlte sich besser aus als France Télévisions.
23178	9	Kurz gesagt, die Globalisierung versprach, wieder glücklich zu werden.
23178	11	Die kleinen unabhängigen Buchhändler haben versucht, Widerstand zu leisten. Sie standen für einige wie vulgäre widerspenstige Gallier vor dem amerikanischen Bulldozer. Vergeblich. Ergebnis ? Laut der Umfrage BDCOM 2020 über den Zustand der Geschäfte in Paris (veröffentlicht am 8. Februar 2021 unter der Schirmherrschaft der Handelskammer Paris-Île-de-France und der Stadt Paris) verschwinden unsere Buchhandlungen in der Nachbarschaft, ohne einen Blick darauf zu werfen von unseren großen Globalisierern. „Kultur- und Freizeitgeschäfte (rund 5.300 Geschäfte), die seit 2005 rückläufig waren, sind seit 2017 ebenfalls weniger geworden (-5,1 %, rund -285 Geschäfte), was insbesondere durch die Konkurrenz durch Online-Verkäufe beeinträchtigt wird, erklärt dieser offizielle Bericht. Insbesondere Buchhandlungen verzeichneten einen stärkeren Personalabbau als in der Vorperiode (-58 in 3 Jahren). Das Phänomen gilt für Paris und anderswo. Das Buch, das historische Kerngeschäft von Amazon... Seitdem hört man nicht mehr viel über Buchhändler. Einige werden vom Staat subventioniert, sie schweigen. Andere sind verschwunden, auch sie schweigen. Was französische Buchhändler nicht dürfen (ihre Preise erhöhen, die von Büchern), tat Jeff Bezos mit einem Fingerschnippen.
23178	13	Zumindest Amazon, dieses Unternehmen, das Musterbeispiel einer glücklichen Globalisierung, profitiert Frankreich von seiner Expansion, indem es mit voller Kapazität rekrutiert? Uns geht es so gut, in Frankreich und in Europa! Es ist so viel besser für Investoren, Frankreich in Europa! Nicht wie bei diesen Engländern, stur wie Esel, gefangen in ihrem Brexit, der sie ruinieren wird, Glaube der Globalisten!
23178	15	Leider hat eine sehr aktuelle Meldung von Challenges und AFP vom 15. Juli genug, um die letzten Gogos-Bewunderer der Sternenflagge zu spülen. Amazon hat als Priorität gewählt, seine Truppen zu erweitern … das Land von Boris Johnson! Er werde „in diesem Jahr im Vereinigten Königreich mehr als 4.000 zusätzliche Mitarbeiter mit unbefristeten Verträgen einstellen“. „Dies sollte die Zahl der Beschäftigten im Land auf 75.000 erhöhen und die Gruppe zu einem der zehn größten privaten Arbeitgeber im Vereinigten Königreich machen“, fügte die Meldung hinzu. In Frankreich peilt Amazon bescheidener die Marke von 18.500 Festangestellten bis Ende des Jahres an: viermal weniger. Der Preis für den Ruin, wie viele kleine Unternehmen, Buchhandlungen und andere! Im Vereinigten Königreich „war der Internetgigant einer der größten Nutznießer der Pandemie und der Beschränkungen, als die Geschäfte geschlossen wurden“, fährt der AFP-Versand fort. Insgesamt sagt Amazon, dass es in Großbritannien in drei Jahren 40.000 Arbeitsplätze geschaffen hat. Mitten im Brexit! Und wenn man bedenkt, dass uns die verzweifelte und massenhafte Flucht großer Gruppen und englischer Investoren vorhergesagt wurde, die es eilig haben, nach Frankreich zu flüchten ... Kein Kommentar, wie die Engländer sagen.
23179	1	Laurence Haïm will französische Kinder zum Sterben in die Ukraine schicken!
23179	3	„Sind wir bereit, für die Ukraine zu sterben und die französischen Kinder zu schicken? Leider wird die Mehrheit nein sagen. Laurence Haim.
23179	5	Beachten Sie das leider, es ist daher ein Unglück, dass junge Franzosen nicht für Zelenski sterben! Wie kann eine Frau Kinder bitten, auf der Matratze zu sterben und bestenfalls verkrüppelt zurückzukommen? Dass sie nie eine hatte, Laurence, ahnten wir ein wenig: Es gibt nur ein egoistisches und psychopathisches Wesen, das die Kinder anderer ins Schlachthaus schicken will! Aber wie kann sie solche Ungeheuerlichkeiten bekennen?
23179	7	Nun, es ist von Romantik, ja, ja, Laurence behauptet, dass sie ein bisschen romantisch ist!
23179	9	Romantisch ?
23179	11	Sie täte besser daran, ihre Klassiker, die Mainstream-Journalistin, zu überarbeiten, denn die Romantiker, die in den Kampf zogen, waren gegen die Türken, um die christlich-griechische Zivilisation, unsere Zivilisation, gegen die moslemisch-osmanische Barbarei zu verteidigen!
23179	13	Das Kind
23179	15	Dort kamen die Türken vorbei. Alles ist Ruin und Trauer.
23179	17	Chio, die Insel der Weine, ist nicht mehr als ein dunkles Riff,
23179	19	Chio, beschattet von Lauben,
23179	21	Welpe, der sein großes Geweih in den Wellen spiegelte,
23179	23	Seine Hänge, seine Paläste und manchmal auch abends
23179	25	Ein tanzender Chor junger Mädchen.
23179	27	Alles ist verlassen. Aber nein ; allein neben den geschwärzten Wänden,
23179	29	Ein Kind mit blauen Augen, ein griechisches Kind, sitzend,
23179	31	Neigte sein gedemütigtes Haupt;
23179	33	Er hatte Asyl, er hatte Unterstützung
23179	35	Ein weißer Weißdorn, eine Blume, wie er
23179	37	In der großen Verwüstung vergessen.
23179	39	Ah! armes Kind, barfuß auf den kantigen Felsen!
23179	41	Ach! um die Tränen aus deinen blauen Augen zu wischen
23179	43	Wie der Himmel und wie die Welle,
23179	45	Damit in ihrem Azurblau mit stürmischen Tränen
23179	47	Passiert den hellen Blitz der Freude und Spiele,
23179	49	Um deinen blonden Kopf zu heben,
23179	51	Was willst du ? Schönes Kind, was hast du zu geben
23179	53	Fröhlich fesseln und fröhlich zurückbringen
23179	55	In Locken auf deiner weißen Schulter
23179	57	Dieses Haar, das Eisen nicht den Affront erlitten hat,
23179	59	Und die um deine schöne Stirn verstreut weinen,
23179	61	Wie die Blätter der Weide?
23179	63	Wer könnte deine trüben Sorgen zerstreuen?
23179	65	Ist es die Lilie zu haben, blau wie deine blauen Augen,
23179	67	Wer aus dem Iran grenzt gut an die Dunkelheit?
23179	69	Oder die Frucht der Tuba, dieses so hohen Baumes,
23179	71	Dass ein galoppierendes Pferd setzt, immer rennend,
23179	73	Hundert Jahre aus seinem Schatten?
23179	75	Willst du mich anlächeln, einen schönen Waldvogel,
23179	77	Wer singt mit einem Lied süßer als die Oboe,
23179	79	Lauter als Becken?
23179	81	Was willst du ? Blume, schöne Frucht oder der wunderbare Vogel?
23179	83	– Freund, sagte das griechische Kind, sagte das blauäugige Kind,
23179	85	Ich will Pulver und Kugeln.
23179	87	8.-10. Juli 1828
23179	89	Victor Hugo, Les Orientales.
23179	91	Bitte schön, Romantiker! Von Lord Byron, der in Griechenland starb, um die Hellenen zu verteidigen, bis zu Delacroix, der die Massaker von Scio malte, kann ich bestätigen, indem ich die Toten zum Sprechen brachte, die berühmte Prosopopoeia, die Raphaël Enthoven so lieb war, dass die Romantiker gerne Riposte laïque lesen und sich übergeben würden diese verrückten Progressiven und Ungebildeten auf!
23179	93	Außerdem, wer kann für Zelensky sterben wollen? Der Mann, der 850 Millionen Dollar unterschlagen hat, indem er sein Volk ausgeraubt hat, sein Volk, das seitdem entweder zur Verbannung oder zu Elend und Tod verurteilt wurde? Sterben für Zelensky? der Anführer der Ukronazis, das korrupteste Staatsoberhaupt Europas? Sterben für Zelensky? Alter Comic nicht lustig, wie dieser, der ein gescheiterter Maler war?
23179	95	Sie müssen ganz unten im Journalismus sein, um solche entsetzlichen und idiotischen Bemerkungen zu machen!
23179	97	Aber sollten wir überrascht sein? Schauen Sie sich nur den Stammbaum dieses sogenannten Journalisten an! Und da wird alles erklärt.
23179	99	Am 10. Januar 2017 gab sie ihren Abschied vom Sender I-Télé bekannt und trat am nächsten Tag als Sprecherin dem Wahlkampfteam von Macrounet, Kandidat für die Präsidentschaftswahl, bei, wo sie sich mit internationalen Themen befasst. Sie ist so schlecht, dass Macron sie feuert, das heißt sein Niveau, während er Sibeth N'Diaye und Benjamin Griveau in seinem Team haben wird! Und ohne ihr die Botschafterschaft zu geben, die sie begehrte!
23179	101	Im Oktober 2017 war sie als Resident Researcher am Institute of Political Studies des Institute of Politics der University of Chicago unter der Leitung von David Axelrod, einem Berater von Barack Obama, tätig.
23179	103	Hier, so die Masse, sei Laurence Haïm kein Journalist, sondern ein Presseattaché der makronistischen Macht und ein atlantischer Agent der Demokratischen Partei. Früher nannte man das Politkommissar, derzeit verseucht diese Rasse Fernsehgeräte.
23179	105	Was ? Sie war damals Journalistin, sagen Sie mir?
23179	107	Lass uns darüber reden ! Sie war schon immer die Schande ihres Berufes, wo doch ein harter Wettbewerb um diesen Titel herrscht! Ich lasse alle ihre Tweets und Artikel beiseite, Schätze der Böswilligkeit und Voreingenommenheit, in denen sie uns in einem Bericht, der Geschichte geschrieben hat, weil er neugierig auf Nichtigkeit ist, erklärte, es sei schlimmer, als an Donald Trump festzuhalten, bis er auf seine Frau Melania sabberte, nein , nein, was mir in Erinnerung bleiben wird, ist, dass sie im amerikanischen Wahlkampf das so positive Image von Joe Biden verkauft hat, diesem dynamischen Kandidaten, der die Welt in Erstaunen versetzen sollte.
23179	109	Die Welt in Erstaunen zu versetzen ist in gewissem Sinne nicht falsch! Einen Mann zu wählen, den sein Sohn Hunter zärtlich als Pedo-Peter bezeichnet, der vom Fahrrad fällt, der bei jedem Interview einschläft, der seinen Teleprompter nicht länger als drei Minuten lesen kann, der unzusammenhängende Bemerkungen stammelt, der sich verliert die Gärten des Weißen Hauses, das aber die Nuklearcodes der führenden Weltmacht besitzt, gibt es in der Tat etwas, worüber man sich wundern kann!
23179	111	Aber Laurence Haïm ist am besten für ihre falsche Berichterstattung bekannt, wie einige Beispiele unten zeigen!
23179	113	Aber manchmal übertrifft sie sich selbst, sagt sie diese Woche, dass Russland 15.000 Universitäten in Afrika gebaut hat! Dort zeichnet sie sich in allem aus!
23179	115	Hier, um Macron und seine Vasallenpolitik gegenüber den USA zu unterstützen, schöpfen die sogenannten Nachrichtensender aus dem Boden des Journalismus, und wir, wir müssen den Bodensatz von Journalisten schlucken: Generäle Gamelin, Pädophile, Kokain - süchtige oder abtrünnige Philosophen, Gewohnheitsverbrecher, Agenten des atlantischen Einflusses … Diese Leute geben uns niemals irgendwelche Informationen, sie stopfen uns Tag und Nacht mit dieser lächerlichen Propaganda voll, die von Kiew fabriziert wurde, gut gewürzt mit verfälschter Moral. Ekelhaft !
2318	1	Hören wir mit der Gesundheitspanik auf und machen uns an die Arbeit
2318	3	Wir müssen die Menschen wieder an die Arbeit bringen, anstatt eine Gesundheitspanik auszulösen.
2318	5	In Ermangelung der Veröffentlichung von Covid-Statistiken, die belegen, dass die aktuelle Pandemie noch stärker als alle vorherigen, aber noch weniger gefährlich ist, sorgen Politiker und ihre Gefolgsleute in der medizinischen Welt dennoch weiterhin für Angst, ebenso wie die sehr vielen damit verbundenen Covid-Quarantänen zu Fällen Kontakt, die Unternehmen geradezu auferlegt werden, deren fehlendes Personal täglich Störungen verursacht. Alle Unternehmen leiden unter diesem Übel und wissen nicht mehr, wie sie ihre Teams füllen sollen und bremsen daher, indem sie weniger produzieren. Reden wir nicht über die geniale Erfindung Telearbeit, um ihr Lebensumfeld zu verbessern, nicht aber das der Unternehmen.
